user_id,timestamp,login_location,access_type,resource,device_type
user_44,2023-01-22 13:00:00,New York,upload,DevOps Dashboard,Desktop
user_32,2023-01-08 14:00:00,Bangalore,write,Email,Mobile
user_43,2023-01-08 18:00:00,New York,download,DevOps Dashboard,Desktop
user_4,2023-01-03 19:00:00,San Francisco,read,CRM,Laptop
user_35,2023-01-14 12:00:00,Bangalore,download,HR Portal,Tablet
user_39,2023-01-07 19:00:00,New York,write,Finance System,Mobile
user_3,2023-01-18 08:00:00,New York,write,DevOps Dashboard,Desktop
user_2,2023-01-21 13:00:00,New York,download,Finance System,Desktop
user_43,2023-01-19 09:00:00,Berlin,write,Email,Laptop
user_39,2023-01-12 12:00:00,New York,upload,Finance System,Tablet
user_40,2023-01-16 17:00:00,San Francisco,read,Finance System,Tablet
user_1,2023-01-12 20:00:00,San Francisco,download,Email,Laptop
user_25,2023-01-28 09:00:00,New York,read,HR Portal,Mobile
user_9,2023-01-08 09:00:00,San Francisco,download,CRM,Tablet
user_38,2023-01-17 16:00:00,San Francisco,read,CRM,Mobile
user_32,2023-01-19 20:00:00,Berlin,read,HR Portal,Mobile
user_19,2023-01-30 12:00:00,Berlin,download,Email,Laptop
user_7,2023-01-11 19:00:00,Berlin,write,HR Portal,Desktop
user_11,2023-01-31 14:00:00,Berlin,write,HR Portal,Desktop
user_39,2023-01-22 08:00:00,Berlin,download,DevOps Dashboard,Desktop
user_44,2023-01-07 10:00:00,Berlin,read,HR Portal,Mobile
user_8,2023-01-12 20:00:00,New York,read,Email,Mobile
user_38,2023-01-29 20:00:00,Bangalore,download,HR Portal,Desktop
user_33,2023-01-21 14:00:00,New York,write,Email,Mobile
user_6,2023-01-09 13:00:00,Berlin,write,CRM,Desktop
user_23,2023-01-19 12:00:00,Berlin,download,Finance System,Mobile
user_26,2023-01-27 16:00:00,San Francisco,write,HR Portal,Desktop
user_31,2023-01-05 20:00:00,Berlin,read,HR Portal,Tablet
user_7,2023-01-21 19:00:00,London,upload,Email,Tablet
user_2,2023-01-16 14:00:00,New York,download,CRM,Laptop
user_47,2023-01-31 12:00:00,Berlin,write,Email,Laptop
user_49,2023-01-01 13:00:00,Bangalore,upload,Finance System,Desktop
user_15,2023-01-29 09:00:00,Bangalore,read,CRM,Tablet
user_20,2023-01-01 14:00:00,Bangalore,write,Finance System,Mobile
user_32,2023-01-25 15:00:00,London,upload,HR Portal,Laptop
user_40,2023-01-05 18:00:00,New York,read,CRM,Tablet
user_13,2023-01-23 11:00:00,Bangalore,upload,HR Portal,Tablet
user_37,2023-01-18 16:00:00,London,download,DevOps Dashboard,Laptop
user_7,2023-01-08 13:00:00,London,upload,CRM,Desktop
user_22,2023-01-18 12:00:00,Bangalore,download,DevOps Dashboard,Desktop
user_7,2023-01-13 08:00:00,Bangalore,upload,CRM,Laptop
user_1,2023-01-07 14:00:00,Bangalore,download,DevOps Dashboard,Desktop
user_18,2023-01-03 17:00:00,Bangalore,read,DevOps Dashboard,Tablet
user_37,2023-01-06 15:00:00,New York,write,Email,Mobile
user_43,2023-01-30 09:00:00,San Francisco,upload,Finance System,Desktop
user_49,2023-01-27 14:00:00,Berlin,upload,Finance System,Desktop
user_37,2023-01-11 14:00:00,San Francisco,write,CRM,Laptop
user_40,2023-01-10 13:00:00,New York,read,CRM,Laptop
user_3,2023-01-28 13:00:00,New York,write,CRM,Tablet
user_37,2023-01-20 14:00:00,San Francisco,read,CRM,Mobile
user_22,2023-01-14 18:00:00,Berlin,download,Finance System,Tablet
user_41,2023-01-11 11:00:00,London,upload,CRM,Desktop
user_22,2023-01-22 15:00:00,Bangalore,download,DevOps Dashboard,Tablet
user_4,2023-01-02 12:00:00,Berlin,upload,CRM,Desktop
user_11,2023-01-25 09:00:00,Berlin,download,DevOps Dashboard,Laptop
user_21,2023-01-27 11:00:00,London,upload,Finance System,Desktop
user_32,2023-01-21 14:00:00,Berlin,read,DevOps Dashboard,Laptop
user_42,2023-01-12 20:00:00,New York,read,DevOps Dashboard,Laptop
user_45,2023-01-01 10:00:00,Berlin,download,DevOps Dashboard,Mobile
user_23,2023-01-04 17:00:00,Bangalore,write,HR Portal,Tablet
user_31,2023-01-31 20:00:00,New York,upload,DevOps Dashboard,Mobile
user_35,2023-01-11 11:00:00,Bangalore,upload,HR Portal,Desktop
user_4,2023-01-21 18:00:00,Berlin,upload,HR Portal,Desktop
user_4,2023-01-10 14:00:00,Bangalore,upload,HR Portal,Laptop
user_22,2023-01-01 11:00:00,Berlin,read,Email,Tablet
user_12,2023-01-18 13:00:00,San Francisco,download,Finance System,Mobile
user_48,2023-01-28 11:00:00,San Francisco,download,Finance System,Laptop
user_47,2023-01-03 12:00:00,New York,write,DevOps Dashboard,Desktop
user_22,2023-01-16 18:00:00,Berlin,download,CRM,Desktop
user_6,2023-01-18 09:00:00,London,write,Finance System,Mobile
user_30,2023-01-11 10:00:00,London,download,CRM,Desktop
user_19,2023-01-18 15:00:00,New York,download,DevOps Dashboard,Mobile
user_48,2023-01-18 10:00:00,London,upload,Finance System,Laptop
user_39,2023-01-02 20:00:00,Bangalore,download,Finance System,Mobile
user_43,2023-01-09 09:00:00,Bangalore,upload,HR Portal,Mobile
user_20,2023-01-20 15:00:00,London,write,CRM,Desktop
user_33,2023-01-28 12:00:00,Bangalore,download,Finance System,Tablet
user_5,2023-01-26 19:00:00,London,write,HR Portal,Desktop
user_45,2023-01-10 18:00:00,Berlin,read,HR Portal,Desktop
user_13,2023-01-22 10:00:00,Berlin,upload,Email,Desktop
user_3,2023-01-04 08:00:00,London,read,CRM,Mobile
user_47,2023-01-03 17:00:00,Bangalore,write,Finance System,Laptop
user_16,2023-01-05 10:00:00,San Francisco,upload,Email,Mobile
user_3,2023-01-05 09:00:00,San Francisco,download,CRM,Tablet
user_5,2023-01-16 18:00:00,New York,write,Finance System,Mobile
user_2,2023-01-09 20:00:00,San Francisco,write,DevOps Dashboard,Tablet
user_23,2023-01-10 13:00:00,Berlin,write,DevOps Dashboard,Tablet
user_24,2023-01-18 17:00:00,London,upload,DevOps Dashboard,Laptop
user_2,2023-01-02 13:00:00,New York,download,Email,Tablet
user_4,2023-01-26 15:00:00,Bangalore,download,DevOps Dashboard,Laptop
user_38,2023-01-02 09:00:00,London,upload,Email,Desktop
user_5,2023-01-27 20:00:00,Bangalore,write,DevOps Dashboard,Laptop
user_32,2023-01-12 09:00:00,San Francisco,download,Finance System,Tablet
user_24,2023-01-22 15:00:00,New York,write,HR Portal,Tablet
user_13,2023-01-18 16:00:00,Berlin,download,Email,Laptop
user_50,2023-01-02 18:00:00,London,download,Email,Mobile
user_41,2023-01-26 19:00:00,Berlin,write,Email,Desktop
user_26,2023-01-19 16:00:00,New York,download,Email,Laptop
user_42,2023-01-26 20:00:00,New York,write,Email,Tablet
user_5,2023-01-30 08:00:00,Berlin,write,DevOps Dashboard,Mobile
user_34,2023-01-31 11:00:00,New York,write,Finance System,Tablet
user_5,2023-01-17 19:00:00,Berlin,read,Email,Laptop
user_48,2023-01-02 14:00:00,New York,upload,Email,Mobile
user_10,2023-01-15 09:00:00,Berlin,write,DevOps Dashboard,Mobile
user_33,2023-01-24 17:00:00,New York,download,Email,Desktop
user_24,2023-01-04 09:00:00,London,download,CRM,Desktop
user_46,2023-01-01 08:00:00,New York,download,HR Portal,Laptop
user_15,2023-01-23 09:00:00,London,read,DevOps Dashboard,Tablet
user_27,2023-01-21 17:00:00,Bangalore,upload,Email,Desktop
user_50,2023-01-04 16:00:00,London,upload,Email,Mobile
user_18,2023-01-28 18:00:00,San Francisco,write,HR Portal,Laptop
user_50,2023-01-13 13:00:00,Berlin,write,DevOps Dashboard,Desktop
user_41,2023-01-29 09:00:00,London,upload,Email,Mobile
user_25,2023-01-25 10:00:00,Bangalore,download,Email,Tablet
user_28,2023-01-26 08:00:00,San Francisco,download,DevOps Dashboard,Tablet
user_30,2023-01-17 17:00:00,Berlin,read,Email,Laptop
user_47,2023-01-01 17:00:00,New York,read,HR Portal,Laptop
user_43,2023-01-17 10:00:00,San Francisco,read,Email,Laptop
user_20,2023-01-06 17:00:00,San Francisco,upload,DevOps Dashboard,Mobile
user_31,2023-01-11 12:00:00,Bangalore,download,HR Portal,Mobile
user_35,2023-01-15 18:00:00,San Francisco,download,DevOps Dashboard,Laptop
user_48,2023-01-26 13:00:00,Bangalore,write,DevOps Dashboard,Tablet
user_39,2023-01-04 13:00:00,New York,upload,HR Portal,Laptop
user_2,2023-01-20 19:00:00,Bangalore,read,DevOps Dashboard,Tablet
user_30,2023-01-06 17:00:00,Bangalore,read,Email,Mobile
user_21,2023-01-04 15:00:00,New York,read,Finance System,Tablet
user_45,2023-01-19 10:00:00,Bangalore,download,CRM,Tablet
user_50,2023-01-31 17:00:00,New York,upload,CRM,Mobile
user_12,2023-01-29 14:00:00,Berlin,write,CRM,Tablet
user_38,2023-01-24 14:00:00,London,upload,DevOps Dashboard,Laptop
user_43,2023-01-09 20:00:00,Bangalore,read,Email,Mobile
user_7,2023-01-16 08:00:00,Bangalore,upload,Finance System,Desktop
user_49,2023-01-05 11:00:00,Bangalore,upload,DevOps Dashboard,Desktop
user_40,2023-01-06 14:00:00,Berlin,read,Email,Mobile
user_29,2023-01-21 12:00:00,London,read,CRM,Laptop
user_6,2023-01-10 11:00:00,Berlin,write,CRM,Mobile
user_11,2023-01-10 20:00:00,London,write,DevOps Dashboard,Desktop
user_21,2023-01-05 18:00:00,Bangalore,upload,HR Portal,Desktop
user_34,2023-01-04 16:00:00,Bangalore,read,CRM,Mobile
user_5,2023-01-09 17:00:00,London,download,Email,Desktop
user_45,2023-01-15 08:00:00,Berlin,upload,HR Portal,Desktop
user_7,2023-01-12 02:00:00,Unknown-Country,admin_override,Sensitive Database,Unregistered_Device
user_47,2023-01-25 20:00:00,New York,read,Finance System,Tablet
user_6,2023-01-30 16:00:00,London,download,HR Portal,Laptop
user_29,2023-01-15 16:00:00,New York,read,Email,Tablet
user_47,2023-01-12 11:00:00,New York,write,DevOps Dashboard,Desktop
user_26,2023-01-17 10:00:00,New York,read,HR Portal,Desktop
user_39,2023-01-13 15:00:00,New York,read,Email,Mobile
user_25,2023-01-01 15:00:00,San Francisco,download,CRM,Tablet
user_33,2023-01-26 15:00:00,Berlin,upload,CRM,Mobile
user_35,2023-01-11 16:00:00,London,download,DevOps Dashboard,Tablet
user_11,2023-01-27 18:00:00,Bangalore,write,CRM,Desktop
user_39,2023-01-03 11:00:00,Bangalore,read,Email,Tablet
user_18,2023-01-20 11:00:00,London,write,CRM,Desktop
user_35,2023-01-22 16:00:00,London,read,HR Portal,Tablet
user_25,2023-01-10 15:00:00,New York,upload,Finance System,Mobile
user_23,2023-01-17 13:00:00,San Francisco,download,Finance System,Mobile
user_19,2023-01-12 08:00:00,Bangalore,read,DevOps Dashboard,Mobile
user_2,2023-01-30 15:00:00,San Francisco,download,CRM,Laptop
user_2,2023-01-26 10:00:00,New York,download,DevOps Dashboard,Tablet
user_29,2023-01-14 16:00:00,Bangalore,upload,HR Portal,Tablet
user_43,2023-01-16 12:00:00,London,upload,HR Portal,Desktop
user_34,2023-01-27 12:00:00,London,read,Email,Laptop
user_25,2023-01-20 12:00:00,Berlin,write,HR Portal,Mobile
user_24,2023-01-03 10:00:00,San Francisco,download,Finance System,Laptop
user_2,2023-01-26 18:00:00,New York,write,CRM,Tablet
user_28,2023-01-31 18:00:00,New York,write,CRM,Desktop
user_15,2023-01-07 18:00:00,London,write,Email,Desktop
user_8,2023-01-22 17:00:00,Bangalore,upload,Email,Tablet
user_1,2023-01-20 19:00:00,New York,write,DevOps Dashboard,Laptop
user_3,2023-01-28 19:00:00,New York,read,Finance System,Tablet
user_26,2023-01-18 08:00:00,London,download,HR Portal,Tablet
user_3,2023-01-16 13:00:00,San Francisco,upload,Finance System,Tablet
user_46,2023-01-27 10:00:00,Berlin,read,Email,Desktop
user_48,2023-01-09 19:00:00,London,download,Finance System,Mobile
user_42,2023-01-04 17:00:00,San Francisco,write,Email,Mobile
user_47,2023-01-14 11:00:00,Bangalore,write,Finance System,Mobile
user_37,2023-01-28 13:00:00,San Francisco,download,DevOps Dashboard,Mobile
user_38,2023-01-03 10:00:00,San Francisco,upload,CRM,Laptop
user_37,2023-01-06 15:00:00,San Francisco,write,Finance System,Desktop
user_3,2023-01-10 17:00:00,San Francisco,upload,Finance System,Mobile
user_39,2023-01-11 11:00:00,Bangalore,download,CRM,Tablet
user_20,2023-01-22 19:00:00,San Francisco,read,Email,Laptop
user_45,2023-01-05 15:00:00,London,download,DevOps Dashboard,Laptop
user_49,2023-01-30 19:00:00,London,download,Email,Tablet
user_38,2023-01-25 17:00:00,San Francisco,upload,DevOps Dashboard,Tablet
user_43,2023-01-28 14:00:00,Bangalore,upload,CRM,Desktop
user_35,2023-01-02 12:00:00,Berlin,upload,CRM,Desktop
user_32,2023-01-10 12:00:00,New York,upload,Email,Mobile
user_30,2023-01-03 08:00:00,New York,write,HR Portal,Laptop
user_7,2023-01-22 10:00:00,Bangalore,write,HR Portal,Tablet
user_39,2023-01-25 15:00:00,Bangalore,write,Email,Laptop
user_33,2023-01-19 12:00:00,San Francisco,read,Email,Mobile
user_45,2023-01-21 08:00:00,Berlin,read,HR Portal,Laptop
user_50,2023-01-29 18:00:00,Berlin,write,CRM,Mobile
user_43,2023-01-02 15:00:00,San Francisco,download,Finance System,Mobile
user_4,2023-01-09 12:00:00,London,read,Email,Laptop
user_10,2023-01-28 12:00:00,Bangalore,read,HR Portal,Mobile
user_2,2023-01-09 15:00:00,London,upload,Finance System,Mobile
user_21,2023-01-12 17:00:00,New York,download,HR Portal,Mobile
user_28,2023-01-03 15:00:00,Berlin,write,HR Portal,Desktop
user_40,2023-01-23 08:00:00,Bangalore,write,Finance System,Desktop
user_7,2023-01-04 09:00:00,London,read,DevOps Dashboard,Laptop
user_33,2023-01-14 15:00:00,Bangalore,read,DevOps Dashboard,Tablet
user_16,2023-01-21 12:00:00,Bangalore,read,Email,Mobile
user_23,2023-01-01 16:00:00,New York,upload,Finance System,Tablet
user_28,2023-01-17 12:00:00,Bangalore,download,Email,Mobile
user_39,2023-01-01 20:00:00,Berlin,download,CRM,Desktop
user_26,2023-01-27 19:00:00,London,write,Email,Mobile
user_7,2023-01-08 10:00:00,Berlin,upload,Email,Tablet
user_25,2023-01-01 16:00:00,London,download,DevOps Dashboard,Desktop
user_50,2023-01-06 15:00:00,London,read,CRM,Mobile
user_37,2023-01-08 11:00:00,London,write,DevOps Dashboard,Laptop
user_43,2023-01-15 10:00:00,San Francisco,download,Finance System,Tablet
user_13,2023-01-27 16:00:00,London,download,HR Portal,Desktop
user_45,2023-01-04 10:00:00,Bangalore,download,Finance System,Laptop
user_10,2023-01-24 09:00:00,San Francisco,read,HR Portal,Mobile
user_45,2023-01-24 19:00:00,London,download,HR Portal,Laptop
user_6,2023-01-10 20:00:00,Berlin,write,Finance System,Tablet
user_14,2023-01-06 14:00:00,Berlin,write,CRM,Mobile
user_50,2023-01-12 19:00:00,San Francisco,write,HR Portal,Desktop
user_27,2023-01-21 13:00:00,New York,download,CRM,Desktop
user_48,2023-01-04 19:00:00,San Francisco,upload,Finance System,Mobile
user_2,2023-01-15 13:00:00,Berlin,download,CRM,Mobile
user_8,2023-01-06 20:00:00,Berlin,upload,Finance System,Laptop
user_3,2023-01-20 08:00:00,San Francisco,write,Finance System,Tablet
user_26,2023-01-19 17:00:00,Bangalore,write,DevOps Dashboard,Laptop
user_15,2023-01-10 18:00:00,Bangalore,read,Finance System,Desktop
user_33,2023-01-13 14:00:00,Bangalore,write,DevOps Dashboard,Tablet
user_40,2023-01-02 16:00:00,New York,download,CRM,Desktop
user_11,2023-01-25 15:00:00,Bangalore,upload,DevOps Dashboard,Desktop
user_4,2023-01-30 17:00:00,San Francisco,upload,CRM,Desktop
user_5,2023-01-14 10:00:00,London,download,Email,Mobile
user_29,2023-01-17 12:00:00,San Francisco,read,Finance System,Desktop
user_14,2023-01-30 17:00:00,London,write,Finance System,Tablet
user_6,2023-01-15 08:00:00,Bangalore,download,DevOps Dashboard,Desktop
user_44,2023-01-28 17:00:00,New York,download,Finance System,Desktop
user_40,2023-01-10 20:00:00,Berlin,write,DevOps Dashboard,Laptop
user_2,2023-01-10 14:00:00,San Francisco,download,Email,Tablet
user_19,2023-01-14 10:00:00,San Francisco,upload,CRM,Tablet
user_10,2023-01-16 11:00:00,London,read,Email,Mobile
user_46,2023-01-26 20:00:00,New York,write,HR Portal,Laptop
user_10,2023-01-16 12:00:00,San Francisco,write,HR Portal,Mobile
user_24,2023-01-20 13:00:00,Bangalore,upload,Finance System,Mobile
user_17,2023-01-28 17:00:00,San Francisco,upload,HR Portal,Mobile
user_24,2023-01-31 09:00:00,New York,write,DevOps Dashboard,Desktop
user_23,2023-01-04 15:00:00,Bangalore,upload,HR Portal,Tablet
user_14,2023-01-18 15:00:00,Berlin,download,DevOps Dashboard,Laptop
user_2,2023-01-18 09:00:00,San Francisco,download,Finance System,Laptop
user_38,2023-01-30 09:00:00,London,download,CRM,Desktop
user_9,2023-01-11 18:00:00,New York,upload,Email,Desktop
user_6,2023-01-21 16:00:00,Bangalore,write,CRM,Desktop
user_10,2023-01-02 18:00:00,Berlin,upload,DevOps Dashboard,Desktop
user_37,2023-01-24 19:00:00,Berlin,download,HR Portal,Desktop
user_3,2023-01-09 17:00:00,Bangalore,write,HR Portal,Desktop
user_28,2023-01-04 19:00:00,Bangalore,download,HR Portal,Desktop
user_23,2023-01-17 14:00:00,Berlin,read,HR Portal,Tablet
user_20,2023-01-05 10:00:00,San Francisco,download,CRM,Laptop
user_19,2023-01-19 20:00:00,London,write,Finance System,Mobile
user_1,2023-01-16 20:00:00,Bangalore,read,DevOps Dashboard,Tablet
user_16,2023-01-29 17:00:00,New York,read,Finance System,Desktop
user_29,2023-01-30 19:00:00,San Francisco,upload,DevOps Dashboard,Mobile
user_34,2023-01-11 14:00:00,San Francisco,download,Finance System,Laptop
user_17,2023-01-21 18:00:00,Berlin,read,CRM,Desktop
user_42,2023-01-06 16:00:00,San Francisco,read,DevOps Dashboard,Desktop
user_17,2023-01-15 15:00:00,London,download,Finance System,Laptop
user_33,2023-01-26 20:00:00,New York,write,HR Portal,Tablet
user_48,2023-01-01 08:00:00,London,write,HR Portal,Mobile
user_23,2023-01-16 09:00:00,Berlin,upload,CRM,Desktop
user_30,2023-01-08 18:00:00,Bangalore,upload,HR Portal,Laptop
user_7,2023-01-13 18:00:00,London,write,DevOps Dashboard,Desktop
user_2,2023-01-05 08:00:00,New York,read,HR Portal,Mobile
user_15,2023-01-23 19:00:00,Berlin,write,Email,Mobile
user_22,2023-01-27 12:00:00,London,write,Finance System,Desktop
user_25,2023-01-08 19:00:00,Berlin,write,Email,Tablet
user_29,2023-01-29 19:00:00,San Francisco,download,Email,Laptop
user_40,2023-01-30 09:00:00,London,write,DevOps Dashboard,Tablet
user_44,2023-01-29 10:00:00,Berlin,upload,CRM,Desktop
user_19,2023-01-12 13:00:00,London,upload,DevOps Dashboard,Desktop
user_27,2023-01-13 12:00:00,San Francisco,upload,CRM,Desktop
user_41,2023-01-12 08:00:00,London,upload,HR Portal,Tablet
user_27,2023-01-17 08:00:00,Berlin,download,DevOps Dashboard,Tablet
user_34,2023-01-14 17:00:00,London,upload,HR Portal,Mobile
user_5,2023-01-16 20:00:00,London,download,DevOps Dashboard,Tablet
user_31,2023-01-03 14:00:00,New York,write,DevOps Dashboard,Tablet
user_11,2023-01-21 15:00:00,Berlin,write,DevOps Dashboard,Laptop
user_25,2023-01-01 08:00:00,Bangalore,write,CRM,Desktop
user_46,2023-01-28 18:00:00,Bangalore,write,CRM,Desktop
user_11,2023-01-08 11:00:00,San Francisco,read,HR Portal,Laptop
user_6,2023-01-30 11:00:00,Berlin,read,CRM,Desktop
user_50,2023-01-05 19:00:00,Berlin,write,CRM,Tablet
user_11,2023-01-30 18:00:00,San Francisco,read,HR Portal,Laptop
user_3,2023-01-09 08:00:00,Bangalore,upload,Email,Mobile
user_12,2023-01-07 12:00:00,Bangalore,read,Email,Mobile
user_34,2023-01-31 19:00:00,San Francisco,download,Email,Mobile
user_26,2023-01-27 13:00:00,San Francisco,download,Email,Mobile
user_47,2023-01-12 10:00:00,New York,download,Finance System,Desktop
user_42,2023-01-19 15:00:00,San Francisco,read,CRM,Laptop
user_17,2023-01-16 15:00:00,New York,write,Finance System,Mobile
user_8,2023-01-12 19:00:00,New York,upload,CRM,Desktop
user_9,2023-01-30 09:00:00,New York,download,CRM,Laptop
user_4,2023-01-23 10:00:00,San Francisco,read,HR Portal,Desktop
user_27,2023-01-15 08:00:00,Berlin,upload,Finance System,Mobile
user_3,2023-01-08 08:00:00,New York,read,DevOps Dashboard,Mobile
user_24,2023-01-19 18:00:00,Bangalore,upload,Finance System,Desktop
user_37,2023-01-07 17:00:00,New York,upload,DevOps Dashboard,Mobile
user_47,2023-01-03 09:00:00,Bangalore,upload,CRM,Tablet
user_39,2023-01-17 16:00:00,San Francisco,write,Email,Mobile
user_17,2023-01-28 09:00:00,New York,write,CRM,Desktop
user_47,2023-01-23 16:00:00,Berlin,write,Email,Mobile
user_14,2023-01-18 10:00:00,Bangalore,upload,HR Portal,Tablet
user_16,2023-01-19 13:00:00,San Francisco,read,CRM,Desktop
user_33,2023-01-02 14:00:00,London,upload,DevOps Dashboard,Tablet
user_10,2023-01-14 18:00:00,Bangalore,download,CRM,Tablet
user_6,2023-01-17 20:00:00,San Francisco,download,HR Portal,Tablet
user_5,2023-01-24 19:00:00,San Francisco,write,Email,Tablet
user_41,2023-01-07 13:00:00,Bangalore,read,DevOps Dashboard,Tablet
user_2,2023-01-11 14:00:00,Berlin,read,DevOps Dashboard,Tablet
user_27,2023-01-16 10:00:00,Bangalore,download,Finance System,Mobile
user_41,2023-01-01 10:00:00,San Francisco,write,HR Portal,Laptop
user_11,2023-01-02 15:00:00,San Francisco,write,HR Portal,Mobile
user_41,2023-01-11 10:00:00,Berlin,read,Finance System,Tablet
user_32,2023-01-27 19:00:00,Bangalore,read,DevOps Dashboard,Mobile
user_22,2023-01-18 20:00:00,Berlin,upload,Email,Mobile
user_36,2023-01-05 20:00:00,London,download,Finance System,Mobile
user_18,2023-01-05 14:00:00,San Francisco,upload,CRM,Mobile
user_39,2023-01-26 13:00:00,San Francisco,write,DevOps Dashboard,Mobile
user_32,2023-01-18 12:00:00,San Francisco,upload,Email,Desktop
user_48,2023-01-20 08:00:00,New York,upload,Email,Tablet
user_46,2023-01-06 12:00:00,London,read,DevOps Dashboard,Laptop
user_35,2023-01-04 15:00:00,Bangalore,upload,Email,Tablet
user_14,2023-01-25 20:00:00,San Francisco,write,Finance System,Desktop
user_43,2023-01-20 19:00:00,Berlin,download,HR Portal,Tablet
user_33,2023-01-16 19:00:00,San Francisco,write,CRM,Laptop
user_3,2023-01-21 18:00:00,New York,read,CRM,Tablet
user_23,2023-01-12 14:00:00,London,read,HR Portal,Laptop
user_13,2023-01-21 08:00:00,Bangalore,write,HR Portal,Desktop
user_28,2023-01-23 08:00:00,London,download,HR Portal,Laptop
user_48,2023-01-31 17:00:00,Bangalore,read,Finance System,Tablet
user_5,2023-01-12 17:00:00,London,read,HR Portal,Mobile
user_50,2023-01-15 14:00:00,San Francisco,download,Email,Tablet
user_26,2023-01-10 12:00:00,Bangalore,upload,Finance System,Tablet
user_31,2023-01-28 09:00:00,London,upload,Finance System,Tablet
user_2,2023-01-23 11:00:00,Bangalore,read,Email,Desktop
user_15,2023-01-02 12:00:00,New York,write,DevOps Dashboard,Tablet
user_9,2023-01-26 16:00:00,London,read,Email,Tablet
user_33,2023-01-18 11:00:00,London,download,DevOps Dashboard,Desktop
user_13,2023-01-31 09:00:00,London,download,Finance System,Tablet
user_32,2023-01-21 12:00:00,Bangalore,write,Finance System,Tablet
user_7,2023-01-27 08:00:00,Berlin,read,CRM,Mobile
user_25,2023-01-26 12:00:00,London,read,Finance System,Desktop
user_8,2023-01-14 15:00:00,Bangalore,upload,HR Portal,Mobile
user_20,2023-01-01 11:00:00,San Francisco,download,HR Portal,Tablet
user_12,2023-01-30 11:00:00,London,read,Email,Laptop
user_12,2023-01-02 10:00:00,London,download,CRM,Desktop
user_5,2023-01-21 12:00:00,Bangalore,download,Finance System,Mobile
user_50,2023-01-10 18:00:00,London,upload,Finance System,Laptop
user_43,2023-01-16 16:00:00,Berlin,download,HR Portal,Tablet
user_27,2023-01-07 19:00:00,London,write,Email,Mobile
user_13,2023-01-01 13:00:00,London,write,CRM,Laptop
user_9,2023-01-17 10:00:00,Bangalore,write,Email,Laptop
user_14,2023-01-18 08:00:00,San Francisco,upload,CRM,Desktop
user_22,2023-01-19 09:00:00,London,write,DevOps Dashboard,Laptop
user_13,2023-01-03 14:00:00,New York,upload,DevOps Dashboard,Desktop
user_50,2023-01-21 14:00:00,New York,download,Email,Tablet
user_22,2023-01-29 15:00:00,London,write,HR Portal,Tablet
user_48,2023-01-08 16:00:00,New York,download,CRM,Laptop
user_46,2023-01-16 02:00:00,Unknown-Country,admin_override,Sensitive Database,Unregistered_Device
user_38,2023-01-02 15:00:00,Bangalore,download,Email,Mobile
user_50,2023-01-10 19:00:00,San Francisco,upload,CRM,Tablet
user_36,2023-01-21 14:00:00,Berlin,write,Email,Tablet
user_49,2023-01-07 09:00:00,San Francisco,upload,DevOps Dashboard,Tablet
user_29,2023-01-15 20:00:00,Berlin,write,HR Portal,Mobile
user_23,2023-01-10 19:00:00,London,write,Finance System,Mobile
user_41,2023-01-27 08:00:00,London,upload,Finance System,Laptop
user_6,2023-01-07 13:00:00,New York,write,Email,Laptop
user_20,2023-01-18 14:00:00,New York,upload,Email,Mobile
user_31,2023-01-28 08:00:00,London,read,Email,Laptop
user_18,2023-01-06 14:00:00,New York,download,Email,Mobile
user_31,2023-01-26 11:00:00,San Francisco,upload,Finance System,Tablet
user_16,2023-01-16 11:00:00,San Francisco,upload,DevOps Dashboard,Desktop
user_37,2023-01-21 17:00:00,New York,read,Finance System,Laptop
user_8,2023-01-09 13:00:00,London,download,Finance System,Laptop
user_26,2023-01-01 12:00:00,London,read,DevOps Dashboard,Mobile
user_12,2023-01-18 08:00:00,Berlin,write,CRM,Tablet
user_50,2023-01-09 17:00:00,Berlin,read,HR Portal,Laptop
user_19,2023-01-01 02:00:00,Unknown-Country,admin_override,Sensitive Database,Unregistered_Device
user_21,2023-01-17 13:00:00,San Francisco,read,Email,Desktop
user_18,2023-01-07 14:00:00,London,download,DevOps Dashboard,Mobile
user_18,2023-01-14 11:00:00,New York,upload,Email,Tablet
user_6,2023-01-14 18:00:00,San Francisco,download,CRM,Mobile
user_7,2023-01-22 16:00:00,Bangalore,read,DevOps Dashboard,Tablet
user_9,2023-01-01 09:00:00,New York,write,Finance System,Tablet
user_4,2023-01-26 08:00:00,London,read,Finance System,Tablet
user_42,2023-01-06 16:00:00,Berlin,upload,HR Portal,Laptop
user_44,2023-01-28 19:00:00,London,upload,Email,Mobile
user_13,2023-01-17 19:00:00,New York,read,CRM,Laptop
user_12,2023-01-01 14:00:00,London,read,Finance System,Laptop
user_28,2023-01-12 19:00:00,New York,read,HR Portal,Mobile
user_10,2023-01-05 18:00:00,London,download,Finance System,Mobile
user_26,2023-01-30 16:00:00,Bangalore,download,Email,Laptop
user_2,2023-01-04 19:00:00,Berlin,read,CRM,Tablet
user_34,2023-01-17 12:00:00,San Francisco,download,Finance System,Mobile
user_25,2023-01-03 17:00:00,Berlin,write,Email,Laptop
user_12,2023-01-09 12:00:00,London,download,CRM,Mobile
user_7,2023-01-12 15:00:00,San Francisco,read,Email,Mobile
user_17,2023-01-05 15:00:00,London,download,Finance System,Tablet
